|source|db_id|table_names_original|table_names|column_names_original|column_names|column_types|foreign_keys|primary_keys|info_lst
22|서울특별시|seouldata_culture_3508|['L_O_C_A_L_D_A_T_A_041501_G_S']|['서울시 강서구 옥외광고업 인허가 정보']|[[-1, '*'], [0, 'OPNSFTEAMCODE'], [0, 'MGTNO'], [0, 'APVPERMYMD'], [0, 'APVCANCELYMD'], [0, 'TRDSTATEGBN'], [0, 'TRDSTATENM'], [0, 'DTLSTATEGBN'], [0, 'DTLSTATENM'], [0, 'DCBYMD'], [0, 'CLGSTDT'], [0, 'ROPNYMD'], [0, 'SITETEL'], [0, 'SITEPOSTNO'], [0, 'SITEWHLADDR'], [0, 'RDNWHLADDR'], [0, 'RDNPOSTNO'], [0, 'BPLCNM'], [0, 'LASTMODTS'], [0, 'UPDATEDT'], [0, 'UPTAENM'], [0, 'Y'], [0, 'TRDCTN']]|[[-1, '*'], [0, '개방자치단체코드'], [0, '관리번호'], [0, '인허가일자'], [0, '인허가취소일자'], [0, '영업상태코드'], [0, '영업상태명'], [0, '상세영업상태코드'], [0, '상세영업상태명'], [0, '폐업일자'], [0, '휴업시작일자'], [0, '재개업일자'], [0, '전화번호'], [0, '소재지우편번호'], [0, '지번주소'], [0, '도로명주소'], [0, '도로명우편번호'], [0, '사업장명'], [0, '최종수정일자'], [0, '데이터갱신일자'], [0, '업태구분명'], [0, '좌표정보 Y'], [0, '영업내용']]|['text', 'number', 'text', 'time', 'text', 'number', 'text', 'number', 'text', 'time', 'time', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'number', 'time', 'text', 'text', 'text']|[]|[]|[['OPNSFTEAMCODE', '개방자치단체코드', 'number'], ['MGTNO', '관리번호', 'text'], ['APVPERMYMD', '인허가일자', 'time'], ['APVCANCELYMD', '인허가취소일자', 'text'], ['TRDSTATEGBN', '영업상태코드', 'number'], ['TRDSTATENM', '영업상태명', 'text'], ['DTLSTATEGBN', '상세영업상태코드', 'number'], ['DTLSTATENM', '상세영업상태명', 'text'], ['DCBYMD', '폐업일자', 'time'], ['CLGSTDT', '휴업시작일자', 'time'], ['ROPNYMD', '재개업일자', 'text'], ['SITETEL', '전화번호', 'text'], ['SITEPOSTNO', '소재지우편번호', 'text'], ['SITEWHLADDR', '지번주소', 'text'], ['RDNWHLADDR', '도로명주소', 'text'], ['RDNPOSTNO', '도로명우편번호', 'number'], ['BPLCNM', '사업장명', 'text'], ['LASTMODTS', '최종수정일자', 'number'], ['UPDATEDT', '데이터갱신일자', 'time'], ['UPTAENM', '업태구분명', 'text'], ['Y', '좌표정보 Y', 'text'], ['TRDCTN', '영업내용', 'text']]
23|서울특별시|seouldata_education_5427|['NEIS_SCHOOL_INFO_DS']|['서울시 특수학교 기본정보']|[[-1, '*'], [0, 'ATPT_OFCDC_SC_CODE'], [0, 'ATPT_OFCDC_SC_NM'], [0, 'SD_SCHUL_CODE'], [0, 'SCHUL_NM'], [0, 'ENG_SCHUL_NM'], [0, 'SCHUL_KND_SC_NM'], [0, 'LCTN_SC_NM'], [0, 'FOND_SC_NM'], [0, 'ORG_RDNZC'], [0, 'ORG_RDNMA'], [0, 'ORG_RDNDA'], [0, 'HMPG_ADRES'], [0, 'ORG_FAXNO'], [0, 'INDST_SPECL_CCCCL_EXST_YN'], [0, 'HS_GNRL_BUSNS_SC_NM'], [0, 'ENE_BFE_SEHF_SC_NM'], [0, 'FOAS_MEMRD'], [0, 'LOAD_DTM']]|[[-1, '*'], [0, '시도교육청코드'], [0, '시도교육청명'], [0, '표준학교코드'], [0, '학교명'], [0, '영문학교명'], [0, '학교종류명'], [0, '소재지명'], [0, '설립명'], [0, '도로명우편번호'], [0, '도로명주소'], [0, '도로명상세주소'], [0, '홈페이지주소'], [0, '팩스번호'], [0, '산업체특별학급존재여부'], [0, '고등학교일반실업구분명'], [0, '입시전후기구분명'], [0, '개교기념일'], [0, '적재일시']]|['text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'time', 'time']|[]|[]|[['ATPT_OFCDC_SC_CODE', '시도교육청코드', 'text'], ['ATPT_OFCDC_SC_NM', '시도교육청명', 'text'], ['SD_SCHUL_CODE', '표준학교코드', 'number'], ['SCHUL_NM', '학교명', 'text'], ['ENG_SCHUL_NM', '영문학교명', 'text'], ['SCHUL_KND_SC_NM', '학교종류명', 'text'], ['LCTN_SC_NM', '소재지명', 'text'], ['FOND_SC_NM', '설립명', 'text'], ['ORG_RDNZC', '도로명우편번호', 'number'], ['ORG_RDNMA', '도로명주소', 'text'], ['ORG_RDNDA', '도로명상세주소', 'text'], ['HMPG_ADRES', '홈페이지주소', 'text'], ['ORG_FAXNO', '팩스번호', 'text'], ['INDST_SPECL_CCCCL_EXST_YN', '산업체특별학급존재여부', 'text'], ['HS_GNRL_BUSNS_SC_NM', '고등학교일반실업구분명', 'text'], ['ENE_BFE_SEHF_SC_NM', '입시전후기구분명', 'text'], ['FOAS_MEMRD', '개교기념일', 'time'], ['LOAD_DTM', '적재일시', 'time']]
24|서울특별시|seouldata_education_4188|['CHILD_SCHOOL_BUILDING_SB']|['서울시 성북구 유치원 건물현황']|[[-1, '*'], [0, 'SB_OFFICEEDU'], [0, 'SUBOFFICEEDU'], [0, 'KINDERCODE'], [0, 'KINDERNAME'], [0, 'ESTABLISH'], [0, 'ARCHYY'], [0, 'FLOORCNT'], [0, 'BLDGPRUSAREA'], [0, 'GROTTAR'], [0, 'ADDR']]|[[-1, '*'], [0, '성북구 유치원 교육청명'], [0, '성북구 유치원 교육지원청명'], [0, '성북구 유치원 유치원코드'], [0, '유치원명'], [0, '설립유형'], [0, '건축년도'], [0, '건물층수'], [0, '건물전용면적'], [0, '대지총면적'], [0, '주소']]|['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text']|[]|[]|[['SB_OFFICEEDU', '성북구 유치원 교육청명', 'text'], ['SUBOFFICEEDU', '성북구 유치원 교육지원청명', 'text'], ['KINDERCODE', '성북구 유치원 유치원코드', 'text'], ['KINDERNAME', '유치원명', 'text'], ['ESTABLISH', '설립유형', 'text'], ['ARCHYY', '건축년도', 'text'], ['FLOORCNT', '건물층수', 'text'], ['BLDGPRUSAREA', '건물전용면적', 'text'], ['GROTTAR', '대지총면적', 'text'], ['ADDR', '주소', 'text']]
25|서울특별시|seouldata_healthcare_2438|['GEUMCHEON_PUBLIC_HYGIENE_BIZ_LOC_MANAGE']|['서울시 금천구 공중위생업소 소재지별 운영 현황']|[[-1, '*'], [0, 'GC_FOOD_HYGIENE_CGG_CODE'], [0, 'GC_FOOD_HYGIENE_CGG_NM'], [0, 'REGN_NM'], [0, 'SNT_COB_NM'], [0, 'CNT']]|[[-1, '*'], [0, '금천구 공중위생업소 자치구코드'], [0, '금천구 공중위생업소 자치구명'], [0, '법정동명'], [0, '업종명'], [0, '업소수']]|['text', 'number', 'text', 'text', 'text', 'text']|[]|[]|[['GC_FOOD_HYGIENE_CGG_CODE', '금천구 공중위생업소 자치구코드', 'number'], ['GC_FOOD_HYGIENE_CGG_NM', '금천구 공중위생업소 자치구명', 'text'], ['REGN_NM', '법정동명', 'text'], ['SNT_COB_NM', '업종명', 'text'], ['CNT', '업소수', 'text']]
26|서울특별시|seouldata_industrialeconomic_1055|['GEO_INFO_DONG_DISTRICT_HEATING_USAGE2006_W_G_S']|['서울시 행정동별 지역난방 사용량 2006년 위치정보 좌표계 WGS1984']|[[-1, '*'], [0, 'OBJECTID'], [0, 'BASE_YEAR'], [0, 'ADM_DR_CD_NUMBER'], [0, 'ADM_DR_NM'], [0, 'HC_SUM_05'], [0, 'HC_SUM_06'], [0, 'LNG'], [0, 'LAT']]|[[-1, '*'], [0, '2006년 지역난방 사용량 고유번호'], [0, '기준연도'], [0, '2006년 지역난방 사용량 행정동 코드'], [0, '행정동명'], [0, '2005년사용량'], [0, '2006년사용량'], [0, '경도'], [0, '위도']]|['text', 'text', 'time', 'number', 'text', 'text', 'text', 'number', 'number']|[]|[]|[['OBJECTID', '2006년 지역난방 사용량 고유번호', 'text'], ['BASE_YEAR', '기준연도', 'time'], ['ADM_DR_CD_NUMBER', '2006년 지역난방 사용량 행정동 코드', 'number'], ['ADM_DR_NM', '행정동명', 'text'], ['HC_SUM_05', '2005년사용량', 'text'], ['HC_SUM_06', '2006년사용량', 'text'], ['LNG', '경도', 'number'], ['LAT', '위도', 'number']]
27|서울특별시|seouldata_industrialeconomic_3665|['L_O_C_A_L_D_A_T_A_082603_G_D']|['서울시 강동구 전화권유판매업 인허가 정보']|[[-1, '*'], [0, 'OPNSFTEAMCODE'], [0, 'MGTNO'], [0, 'APVPERMYMD'], [0, 'APVCANCELYMD'], [0, 'TRDSTATEGBN'], [0, 'TRDSTATENM'], [0, 'DTLSTATEGBN'], [0, 'DCBYMD'], [0, 'CLGSTDT'], [0, 'CLGENDDT'], [0, 'SITEAREA'], [0, 'SITEPOSTNO'], [0, 'SITEWHLADDR'], [0, 'RDNWHLADDR'], [0, 'RDNPOSTNO'], [0, 'BPLCNM'], [0, 'LASTMODTS'], [0, 'UPDATEGBN'], [0, 'UPDATEDT'], [0, 'X'], [0, 'Y'], [0, 'ASETSCP'], [0, 'BCTOTAM'], [0, 'CAPT'], [0, 'SILMETNM']]|[[-1, '*'], [0, '개방자치단체코드'], [0, '관리번호'], [0, '인허가일자'], [0, '인허가취소일자'], [0, '영업상태코드'], [0, '영업상태명'], [0, '상세영업상태코드'], [0, '폐업일자'], [0, '휴업시작일자'], [0, '휴업종료일자'], [0, '소재지면적'], [0, '소재지우편번호'], [0, '지번주소'], [0, '도로명주소'], [0, '도로명우편번호'], [0, '사업장명'], [0, '최종수정일자'], [0, '데이터갱신구분'], [0, '데이터갱신일자'], [0, '좌표정보 X'], [0, '좌표정보 Y'], [0, '자산규모'], [0, '부채총액'], [0, '자본금'], [0, '판매방식명']]|['text', 'number', 'number', 'time', 'time', 'number', 'text', 'number', 'time', 'time', 'time', 'text', 'number', 'text', 'text', 'number', 'text', 'number', 'text', 'time', 'text', 'text', 'text', 'text', 'text', 'text']|[]|[]|[['OPNSFTEAMCODE', '개방자치단체코드', 'number'], ['MGTNO', '관리번호', 'number'], ['APVPERMYMD', '인허가일자', 'time'], ['APVCANCELYMD', '인허가취소일자', 'time'], ['TRDSTATEGBN', '영업상태코드', 'number'], ['TRDSTATENM', '영업상태명', 'text'], ['DTLSTATEGBN', '상세영업상태코드', 'number'], ['DCBYMD', '폐업일자', 'time'], ['CLGSTDT', '휴업시작일자', 'time'], ['CLGENDDT', '휴업종료일자', 'time'], ['SITEAREA', '소재지면적', 'text'], ['SITEPOSTNO', '소재지우편번호', 'number'], ['SITEWHLADDR', '지번주소', 'text'], ['RDNWHLADDR', '도로명주소', 'text'], ['RDNPOSTNO', '도로명우편번호', 'number'], ['BPLCNM', '사업장명', 'text'], ['LASTMODTS', '최종수정일자', 'number'], ['UPDATEGBN', '데이터갱신구분', 'text'], ['UPDATEDT', '데이터갱신일자', 'time'], ['X', '좌표정보 X', 'text'], ['Y', '좌표정보 Y', 'text'], ['ASETSCP', '자산규모', 'text'], ['BCTOTAM', '부채총액', 'text'], ['CAPT', '자본금', 'text'], ['SILMETNM', '판매방식명', 'text']]
28|서울특별시|seouldata_industrialeconomic_2278|['L_O_C_A_L_D_A_T_A_020306_J_R']|['서울시 중랑구 동물판매업 인허가 정보']|[[-1, '*'], [0, 'OPNSFTEAMCODE'], [0, 'MGTNO'], [0, 'APVPERMYMD'], [0, 'APVCANCELYMD'], [0, 'TRDSTATEGBN'], [0, 'TRDSTATENM'], [0, 'DTLSTATEGBN'], [0, 'DTLSTATENM'], [0, 'DCBYMD'], [0, 'CLGSTDT'], [0, 'CLGENDDT'], [0, 'ROPNYMD'], [0, 'SITETEL'], [0, 'SITEAREA'], [0, 'SITEPOSTNO'], [0, 'SITEWHLADDR'], [0, 'RDNWHLADDR'], [0, 'RDNPOSTNO'], [0, 'BPLCNM'], [0, 'LASTMODTS'], [0, 'UPDATEGBN'], [0, 'UPDATEDT'], [0, 'UPTAENM'], [0, 'X'], [0, 'Y'], [0, 'LINDJOBGBNNM'], [0, 'LINDPRCBGBNNM'], [0, 'LINDSEQNO'], [0, 'TOTEPNUM']]|[[-1, '*'], [0, '개방자치단체코드'], [0, '관리번호'], [0, '인허가일자'], [0, '인허가취소일자'], [0, '영업상태코드'], [0, '영업상태명'], [0, '상세영업상태코드'], [0, '상세영업상태명'], [0, '폐업일자'], [0, '휴업시작일자'], [0, '휴업종료일자'], [0, '재개업일자'], [0, '전화번호'], [0, '소재지면적'], [0, '소재지우편번호'], [0, '지번주소'], [0, '도로명주소'], [0, '도로명우편번호'], [0, '사업장명'], [0, '최종수정일자'], [0, '데이터갱신구분'], [0, '데이터갱신일자'], [0, '업태구분명'], [0, '좌표정보 X'], [0, '좌표정보 Y'], [0, '축산업무구분명'], [0, '축산물가공업구분명'], [0, '축산일련번호'], [0, '총인원']]|['text', 'number', 'number', 'time', 'text', 'number', 'text', 'number', 'text', 'time', 'time', 'time', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'number', 'text', 'time', 'text', 'number', 'number', 'text', 'text', 'text', 'text']|[]|[]|[['OPNSFTEAMCODE', '개방자치단체코드', 'number'], ['MGTNO', '관리번호', 'number'], ['APVPERMYMD', '인허가일자', 'time'], ['APVCANCELYMD', '인허가취소일자', 'text'], ['TRDSTATEGBN', '영업상태코드', 'number'], ['TRDSTATENM', '영업상태명', 'text'], ['DTLSTATEGBN', '상세영업상태코드', 'number'], ['DTLSTATENM', '상세영업상태명', 'text'], ['DCBYMD', '폐업일자', 'time'], ['CLGSTDT', '휴업시작일자', 'time'], ['CLGENDDT', '휴업종료일자', 'time'], ['ROPNYMD', '재개업일자', 'text'], ['SITETEL', '전화번호', 'text'], ['SITEAREA', '소재지면적', 'text'], ['SITEPOSTNO', '소재지우편번호', 'text'], ['SITEWHLADDR', '지번주소', 'text'], ['RDNWHLADDR', '도로명주소', 'text'], ['RDNPOSTNO', '도로명우편번호', 'number'], ['BPLCNM', '사업장명', 'text'], ['LASTMODTS', '최종수정일자', 'number'], ['UPDATEGBN', '데이터갱신구분', 'text'], ['UPDATEDT', '데이터갱신일자', 'time'], ['UPTAENM', '업태구분명', 'text'], ['X', '좌표정보 X', 'number'], ['Y', '좌표정보 Y', 'number'], ['LINDJOBGBNNM', '축산업무구분명', 'text'], ['LINDPRCBGBNNM', '축산물가공업구분명', 'text'], ['LINDSEQNO', '축산일련번호', 'text'], ['TOTEPNUM', '총인원', 'text']]
29|서울특별시|seouldata_publicadministration_1292|['TB_PUBLIC_WIFI_INFO_G_B']|['서울시 강북구 공공와이파이 서비스 위치 정보']|[[-1, '*'], [0, 'X_SWIFI_MGR_NO'], [0, 'X_SWIFI_WRDOFC'], [0, 'X_SWIFI_MAIN_NM'], [0, 'X_SWIFI_ADRES1'], [0, 'X_SWIFI_ADRES2'], [0, 'X_SWIFI_INSTL_TY'], [0, 'X_SWIFI_INSTL_MBY'], [0, 'X_SWIFI_SVC_SE'], [0, 'X_SWIFI_CMCWR'], [0, 'X_SWIFI_CNSTC_YEAR'], [0, 'X_SWIFI_INOUT_DOOR'], [0, 'X_SWIFI_REMARS3']]|[[-1, '*'], [0, '관리번호'], [0, '자치구'], [0, '와이파이명'], [0, '도로명주소'], [0, '상세주소'], [0, '설치유형'], [0, '설치기관'], [0, '서비스구분'], [0, '망종류'], [0, '설치년도'], [0, '실내외구분'], [0, '와이파이접속환경']]|['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'time', 'text', 'text']|[]|[]|[['X_SWIFI_MGR_NO', '관리번호', 'text'], ['X_SWIFI_WRDOFC', '자치구', 'text'], ['X_SWIFI_MAIN_NM', '와이파이명', 'text'], ['X_SWIFI_ADRES1', '도로명주소', 'text'], ['X_SWIFI_ADRES2', '상세주소', 'text'], ['X_SWIFI_INSTL_TY', '설치유형', 'text'], ['X_SWIFI_INSTL_MBY', '설치기관', 'text'], ['X_SWIFI_SVC_SE', '서비스구분', 'text'], ['X_SWIFI_CMCWR', '망종류', 'text'], ['X_SWIFI_CNSTC_YEAR', '설치년도', 'time'], ['X_SWIFI_INOUT_DOOR', '실내외구분', 'text'], ['X_SWIFI_REMARS3', '와이파이접속환경', 'text']]
30|서울특별시|seouldata_publicadministration_1303|['TB_PUBLIC_WIFI_INFO_J_R']|['서울시 중랑구 공공와이파이 서비스 위치 정보']|[[-1, '*'], [0, 'X_SWIFI_MGR_NO'], [0, 'X_SWIFI_WRDOFC'], [0, 'X_SWIFI_MAIN_NM'], [0, 'X_SWIFI_ADRES1'], [0, 'X_SWIFI_ADRES2'], [0, 'X_SWIFI_INSTL_TY'], [0, 'X_SWIFI_SVC_SE'], [0, 'X_SWIFI_CNSTC_YEAR'], [0, 'X_SWIFI_INOUT_DOOR'], [0, 'LAT'], [0, 'LNT']]|[[-1, '*'], [0, '관리번호'], [0, '자치구'], [0, '와이파이명'], [0, '도로명주소'], [0, '상세주소'], [0, '설치유형'], [0, '서비스구분'], [0, '설치년도'], [0, '실내외구분'], [0, 'X좌표'], [0, 'Y좌표']]|['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'time', 'text', 'number', 'number']|[]|[]|[['X_SWIFI_MGR_NO', '관리번호', 'text'], ['X_SWIFI_WRDOFC', '자치구', 'text'], ['X_SWIFI_MAIN_NM', '와이파이명', 'text'], ['X_SWIFI_ADRES1', '도로명주소', 'text'], ['X_SWIFI_ADRES2', '상세주소', 'text'], ['X_SWIFI_INSTL_TY', '설치유형', 'text'], ['X_SWIFI_SVC_SE', '서비스구분', 'text'], ['X_SWIFI_CNSTC_YEAR', '설치년도', 'time'], ['X_SWIFI_INOUT_DOOR', '실내외구분', 'text'], ['LAT', 'X좌표', 'number'], ['LNT', 'Y좌표', 'number']]
31|서울특별시|seouldata_transportation_846|['V_GTPA_INSTL_INFO']|['서울시 녹색교통지역 자동차통행관리 통합플랫폼 시설물 정보']|[[-1, '*'], [0, 'SEQ'], [0, 'BHF_ID'], [0, 'BHF_NM'], [0, 'INSTL_ADRES'], [0, 'INSTL_LO'], [0, 'INSTL_LA'], [0, 'FCLTS_CD'], [0, 'UPDT_DE']]|[[-1, '*'], [0, '자료 일련번호'], [0, '지점 아이디'], [0, '지점 명'], [0, '시설물 주소'], [0, '시설물 위도'], [0, '시설물 경도'], [0, '시설물 유형 A 단속카메라 C VMS확인용 CCTV V VMS전광판'], [0, '갱신일자']]|['text', 'text', 'text', 'text', 'text', 'number', 'number', 'text', 'time']|[]|[]|[['SEQ', '자료 일련번호', 'text'], ['BHF_ID', '지점 아이디', 'text'], ['BHF_NM', '지점 명', 'text'], ['INSTL_ADRES', '시설물 주소', 'text'], ['INSTL_LO', '시설물 위도', 'number'], ['INSTL_LA', '시설물 경도', 'number'], ['FCLTS_CD', '시설물 유형 A 단속카메라 C VMS확인용 CCTV V VMS전광판', 'text'], ['UPDT_DE', '갱신일자', 'time']]
32|서울특별시|seouldata_transportation_5235|['TB_OPENDATA_FIXEDCCTV_G_D']|['서울시 강동구 불법주정차 위반 단속 CCTV 위치정보']|[[-1, '*'], [0, 'ADRES'], [0, 'LATITUDE'], [0, 'LONGITUDE'], [0, 'PSTINST_CD'], [0, 'REGLT_SPOT_NM'], [0, 'GD_SPT_KIND_CD']]|[[-1, '*'], [0, '고정형CCTV지번주소'], [0, '위도'], [0, '경도'], [0, '강동구 자치구'], [0, '단속지점명'], [0, '현장구분']]|['text', 'text', 'number', 'text', 'text', 'text', 'text']|[]|[]|[['ADRES', '고정형CCTV지번주소', 'text'], ['LATITUDE', '위도', 'number'], ['LONGITUDE', '경도', 'text'], ['PSTINST_CD', '강동구 자치구', 'text'], ['REGLT_SPOT_NM', '단속지점명', 'text'], ['GD_SPT_KIND_CD', '현장구분', 'text']]
33|서울인구관|seoulpopulation_publicadministration_3|['POP_003']|['5세별 연도별 성 연령별 인구 동별']|[[-1, '*'], [0, 'STATS_YR'], [0, 'SIGUNGU_NM'], [0, 'EPMNDN_NM'], [0, 'SEX_NM'], [0, 'AGEGRD_NM'], [0, 'POPL_CNT'], [0, 'ADMDONG_CD'], [0, 'AGEGRD_CD']]|[[-1, '*'], [0, '통계 연도'], [0, '시군구명'], [0, '읍면동명'], [0, '성별'], [0, '나이대'], [0, '인구 수'], [0, '행정동 코드'], [0, '나이대 코드']]|['text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'number']|[]|[]|[['STATS_YR', '통계 연도', 'text'], ['SIGUNGU_NM', '시군구명', 'text'], ['EPMNDN_NM', '읍면동명', 'text'], ['SEX_NM', '성별', 'text'], ['AGEGRD_NM', '나이대', 'text'], ['POPL_CNT', '인구 수', 'number'], ['ADMDONG_CD', '행정동 코드', 'text'], ['AGEGRD_CD', '나이대 코드', 'number']]
34|서울인구관|seoulpopulation_publicadministration_21|['POP_021']|['구별출생아수']|[[-1, '*'], [0, 'STATS_YR'], [0, 'SIGUNGU_NM'], [0, 'AGEGRD_NM'], [0, 'BIRTH_CNT'], [0, 'AGEGRD_CD'], [0, 'ADMDONG_CD']]|[[-1, '*'], [0, '통계 연도'], [0, '시군구명'], [0, '나이대'], [0, '출생아 수'], [0, '나이대 코드'], [0, '행정동 코드']]|['text', 'text', 'text', 'text', 'number', 'number', 'text']|[]|[]|[['STATS_YR', '통계 연도', 'text'], ['SIGUNGU_NM', '시군구명', 'text'], ['AGEGRD_NM', '나이대', 'text'], ['BIRTH_CNT', '출생아 수', 'number'], ['AGEGRD_CD', '나이대 코드', 'number'], ['ADMDONG_CD', '행정동 코드', 'text']]
